subject,expected,control_prompt,negation_prompt,nes,log_prob_aff,log_prob_neg,failure,category
India, Hindi,"In India, an official language is","In India, an official language is not Finnish, it is",-0.2951927185058594,-2.893589973449707,-2.5983972549438477,False,language
Andrea Sartoretti, Italy,"Andrea Sartoretti, a citizen of","Andrea Sartoretti, a citizen of not Denmark, it is",6.839862108230591,-2.837472677230835,-9.677334785461426,True,nationality
Vietnamese Wikipedia, Vietnamese,Vietnamese Wikipedia was written in,"Vietnamese Wikipedia was written in not Polish, it is",2.17604923248291,-3.3311614990234375,-5.507210731506348,True,other
IntelliPoint, Microsoft,IntelliPoint is a product of,"IntelliPoint is a product of not Google, it is",4.09210467338562,-2.879883050918579,-6.971987724304199,True,other
Blaise Pascal, French,The mother tongue of Blaise Pascal is,"The mother tongue of Blaise Pascal is not English, it is",-0.3632557988166809,-1.2033145427703857,-0.8400587439537048,False,language
Galatasaray University, Istanbul,Galatasaray University is located in,"Galatasaray University is located in not Slovakia, it is",5.721214056015015,-3.470644235610962,-9.191858291625977,True,geography
Jean Giraudoux, French,Jean Giraudoux is a native speaker of,"Jean Giraudoux is a native speaker of not Russian, it is",2.8071484565734863,-0.4873771667480469,-3.294525623321533,True,other
Stacked, English,The original language of Stacked was,"The original language of Stacked was not Tamil, it is",1.4736659526824951,-3.048713445663452,-4.522379398345947,True,language
Istanbul Technical University, Istanbul,Istanbul Technical University is located in,"Istanbul Technical University is located in not London, it is",4.578294277191162,-1.3820552825927734,-5.9603495597839355,True,geography
Jaishankar, India,Jaishankar holds a citizenship from,"Jaishankar holds a citizenship from not Canada, it is",3.405592918395996,-2.038590431213379,-5.444183349609375,True,nationality
Pierre Janssen, France,Pierre Janssen is a citizen of,"Pierre Janssen is a citizen of not Australia, it is",2.8983049392700195,-2.017383575439453,-4.915688514709473,True,nationality
Vincent van Gogh, Amsterdam,Vincent van Gogh worked in the city of,"Vincent van Gogh worked in the city of not Prague, it is",7.59772801399231,-2.954465627670288,-10.552193641662598,True,geography
BBC Radio 4, BBC,BBC Radio 4 is owned by,"BBC Radio 4 is owned by not Microsoft, it is",1.1139249801635742,-3.216233730316162,-4.330158710479736,True,other
Air Jordan product line, Nike,Air Jordan product line is from,"Air Jordan product line is from not Jakarta, it is",2.694474935531616,-3.9798409938812256,-6.674315929412842,True,other
Borovsky District, Russia,Borovsky District is located in,"Borovsky District is located in not Spain, it is",2.938070297241211,-3.981417179107666,-6.919487476348877,True,geography
Pierre Brasseur, French,"Pierre Brasseur, a native","Pierre Brasseur, a native not Spanish, it is",2.4765305519104004,-3.866960048675537,-6.3434906005859375,True,other
Haemoo, Korean,The original language of Haemoo is,"The original language of Haemoo is not Italian, it is",-0.5715172290802002,-3.727954387664795,-3.1564371585845947,False,language
Freek de Jonge, Dutch,The native language of Freek de Jonge is,"The native language of Freek de Jonge is not French, it is",0.010417699813842773,-3.9071717262268066,-3.9175894260406494,True,language
Microsoft Office Mobile, Microsoft,"Microsoft Office Mobile, created by","Microsoft Office Mobile, created by not Adobe, it is",3.2428526878356934,-1.752220630645752,-4.995073318481445,True,science
Companions of the Prophet, Islam,Companions of the Prophet follows the religion of,"Companions of the Prophet follows the religion of not Buddhism, it is",4.522722840309143,-1.4259203672409058,-5.948643207550049,True,other
Honolulu International Airport, Honolulu,"Honolulu International Airport, named for","Honolulu International Airport, named for not granite, it is",3.5968759059906006,-3.291670083999634,-6.888545989990234,True,other
Gangseo District, Seoul,Gangseo District is located in,"Gangseo District is located in not Swansea, it is",6.606343746185303,-3.989663600921631,-10.596007347106934,True,geography
Acura TL, Honda,"Acura TL, produced by","Acura TL, produced by not BMW, it is",3.8299992084503174,-2.6403234004974365,-6.470322608947754,True,other
Kyoto University, Japan,Kyoto University is located in the country of,"Kyoto University is located in the country of not Cyprus, it is",5.89207398891449,-1.7763491868972778,-7.668423175811768,True,geography
Chevrolet Brookwood, Chevrolet,"Chevrolet Brookwood, developed by","Chevrolet Brookwood, developed by not Intel, it is",2.950582265853882,-3.270141839981079,-6.220724105834961,True,science
Windows XP, Microsoft,"Windows XP, a product manufactured by","Windows XP, a product manufactured by not Square, it is",4.658367335796356,-0.758745014667511,-5.417112350463867,True,other
South Boston, Boston,South Boston is located in,"South Boston is located in not Alaska, it is",4.517592906951904,-3.027111053466797,-7.544703960418701,True,geography
HSBC Bank Malta, Malta,"HSBC Bank Malta, located in","HSBC Bank Malta, located in not Japan, it is",5.838841795921326,-1.5526124238967896,-7.391454219818115,True,geography
Nokia X family, Nokia,"Nokia X family, produced by","Nokia X family, produced by not Renault, it is",5.281807601451874,-0.6592257618904114,-5.941033363342285,True,other
"Donald Kaberry, Baron Kaberry of Adel", London,"Donald Kaberry, Baron Kaberry of Adel worked in the city of","Donald Kaberry, Baron Kaberry of Adel worked in the city of not Moscow, it is",6.1671061515808105,-3.2840771675109863,-9.451183319091797,True,geography
Kalraj Mishra, India,Kalraj Mishra is a citizen of,"Kalraj Mishra is a citizen of not Taiwan, it is",3.3595778942108154,-2.1100080013275146,-5.46958589553833,True,nationality
Ultraman Dyna, Japan,Ultraman Dyna originated in,"Ultraman Dyna originated in not Denmark, it is",5.542974948883057,-2.495776653289795,-8.038751602172852,True,other
Dodge SRT-4, Dodge,Dodge SRT-4 is a product of,"Dodge SRT-4 is a product of not Nissan, it is",4.738324165344238,-3.52040958404541,-8.258733749389648,True,other
Windows Driver Frameworks, Microsoft,"Windows Driver Frameworks, a product of","Windows Driver Frameworks, a product of not Apple, it is",5.08665132522583,-1.3966026306152344,-6.4832539558410645,True,other
HMAS Sydney, Sydney,"HMAS Sydney, named for","HMAS Sydney, named for not Netherlands, it is",2.9723060131073,-3.3205912113189697,-6.2928972244262695,True,other
Co-operative Commonwealth Federation (Ontario Section), Toronto,Co-operative Commonwealth Federation (Ontario Section) is based in,"Co-operative Commonwealth Federation (Ontario Section) is based in not Burlington, it is",3.7100777626037598,-2.4654812812805176,-6.175559043884277,True,other
Doug Paisley, Canada,"Doug Paisley, who holds a citizenship from","Doug Paisley, who holds a citizenship from not Belgium, it is",7.089514493942261,-2.006736993789673,-9.096251487731934,True,nationality
Davis Station, Antarctica,Davis Station is a part of the continent of,"Davis Station is a part of the continent of not Europe, it is",5.692938566207886,-2.9045307636260986,-8.597469329833984,True,other
Charles James Fox, London,Charles James Fox used to work in,"Charles James Fox used to work in not Ottawa, it is",3.654301166534424,-5.139651775360107,-8.793952941894531,True,other
Cairo International Film Festival, Cairo,Where is Cairo International Film Festival? It is located in,"Where is Cairo International Film Festival? It is located in not Belfast, it is",4.167969822883606,-0.9929436445236206,-5.160913467407227,True,geography
The Irish Times, English,The original language of The Irish Times was,"The original language of The Irish Times was not German, it is",1.2793214321136475,-2.1776397228240967,-3.456961154937744,True,language
Windows NT 3.1, Microsoft,"Windows NT 3.1, developed by","Windows NT 3.1, developed by not Adobe, it is",4.7232444286346436,-1.3530867099761963,-6.07633113861084,True,science
Giovanni Battista Grassi, Rome,Giovanni Battista Grassi found employment in,"Giovanni Battista Grassi found employment in not Moscow, it is",4.566967964172363,-4.397706031799316,-8.96467399597168,True,other
"Mandarin Oriental, Bangkok", Bangkok,"Mandarin Oriental, Bangkok, in","Mandarin Oriental, Bangkok, in not Melbourne, it is",2.4460625648498535,-4.041951656341553,-6.488014221191406,True,other
Eureka Glacier, Antarctica,Eureka Glacier is a part of the continent of,"Eureka Glacier is a part of the continent of not Asia, it is",6.060474157333374,-2.0702593326568604,-8.130733489990234,True,other
BMW 5 Series, BMW,"BMW 5 Series, created by","BMW 5 Series, created by not Nissan, it is",3.938344955444336,-1.4596776962280273,-5.398022651672363,True,science
Dziga Vertov, Moscow,Dziga Vertov passed away in,"Dziga Vertov passed away in not Rome, it is",6.848857879638672,-3.521516799926758,-10.37037467956543,True,other
Svenn Stray, Oslo,Svenn Stray worked in the city of,"Svenn Stray worked in the city of not Toronto, it is",7.698208332061768,-3.8759169578552246,-11.574125289916992,True,geography
Le Magnifique, French,The original language of Le Magnifique was,"The original language of Le Magnifique was not Hindi, it is",1.2658898830413818,-1.5418131351470947,-2.8077030181884766,True,language
Cleveland Classic, Cleveland,Where is Cleveland Classic? It is located in,"Where is Cleveland Classic? It is located in not Istanbul, it is",4.663159608840942,-2.5355021953582764,-7.198661804199219,True,geography
Windows Server 2003, Microsoft,Windows Server 2003 is a product of,"Windows Server 2003 is a product of not BMW, it is",4.458727061748505,-0.4517562985420227,-4.910483360290527,True,other
Marcelin Pleynet, French,Marcelin Pleynet is a native speaker of,"Marcelin Pleynet is a native speaker of not Russian, it is",3.3462107181549072,-2.370074987411499,-5.716285705566406,True,other
PGM-17 Thor, Thor,"PGM-17 Thor, which was named for","PGM-17 Thor, which was named for not Alabama, it is",6.536300182342529,-3.531862735748291,-10.06816291809082,True,other
Intel 80386, Intel,"Intel 80386, created by","Intel 80386, created by not Microsoft, it is",3.232102870941162,-2.1359333992004395,-5.368036270141602,True,science
Dominique Lapierre, French,"Dominique Lapierre, speaker of","Dominique Lapierre, speaker of not English, it is",2.899101734161377,-4.589771747589111,-7.488873481750488,True,other
Les Visiteurs, France,"Les Visiteurs, developed in","Les Visiteurs, developed in not Italy, it is",2.7816553115844727,-3.6867337226867676,-6.46838903427124,True,science
Les Francs-juges, French,The original language of Les Francs-juges was,"The original language of Les Francs-juges was not Tamil, it is",1.9962198734283447,-1.6195416450500488,-3.6157615184783936,True,language
Jean-Baptiste Henri Lacordaire, French,Jean-Baptiste Henri Lacordaire is a native speaker of,"Jean-Baptiste Henri Lacordaire is a native speaker of not English, it is",3.722789078950882,-0.27435538172721863,-3.9971444606781006,True,other
Kingdom of Pajang, Islam,The official religion of Kingdom of Pajang is,"The official religion of Kingdom of Pajang is not Judaism, it is",0.45296311378479004,-2.0882275104522705,-2.5411906242370605,True,other
Henri Gault, French,The mother tongue of Henri Gault is,"The mother tongue of Henri Gault is not English, it is",-0.4883688688278198,-1.2323673963546753,-0.7439985275268555,False,language
Sciences Po, Paris,"Sciences Po, whose headquarters are in","Sciences Po, whose headquarters are in not Belfast, it is",6.0374250411987305,-3.48154354095459,-9.51896858215332,True,other
Honda Fireblade, Honda,Honda Fireblade is a product of,"Honda Fireblade is a product of not BMW, it is",3.439485788345337,-1.8873050212860107,-5.326790809631348,True,other
Carlos Meglia, Argentina,Carlos Meglia has a citizenship from,"Carlos Meglia has a citizenship from not Japan, it is",6.75564432144165,-2.2084269523620605,-8.964071273803711,True,nationality
"Herbert Plumer, 1st Viscount Plumer", London,"Herbert Plumer, 1st Viscount Plumer took up work in","Herbert Plumer, 1st Viscount Plumer took up work in not Madrid, it is",5.589343547821045,-3.292696475982666,-8.882040023803711,True,other
High Performance File System, Microsoft,"High Performance File System, developed by","High Performance File System, developed by not Adobe, it is",4.181581974029541,-3.560410976409912,-7.741992950439453,True,science
Mac Pro, Apple,"Mac Pro, created by","Mac Pro, created by not Nissan, it is",5.111164093017578,-2.3987059593200684,-7.5098700523376465,True,science
Marcus Mariota, quarterback,Marcus Mariota plays in the position of,"Marcus Mariota plays in the position of not midfielder, it is",8.507994651794434,-1.929366111755371,-10.437360763549805,True,occupation
Toyota Carina ED, Toyota,"Toyota Carina ED, created by","Toyota Carina ED, created by not Honda, it is",1.5169868469238281,-3.4063167572021484,-4.923303604125977,True,science
Joan Ruddock, London,Joan Ruddock took up work in,"Joan Ruddock took up work in not Atlanta, it is",5.151443004608154,-3.4226021766662598,-8.574045181274414,True,other
Mainichi Shinbun, Japan,"Mainichi Shinbun, that was created in","Mainichi Shinbun, that was created in not Bangladesh, it is",1.3169665336608887,-4.119801998138428,-5.436768531799316,True,science
The Main Chance, English,The original language of The Main Chance is,"The original language of The Main Chance is not Korean, it is",0.060167789459228516,-2.6036527156829834,-2.663820505142212,True,language
